system:index,d0,d1,d2,d3,d4,d5,d6,d7,d8,id_c,.geo
00000000000000001d29,1394.421305777889,537.4846058230937,0.0,0.0,535.7683036906269,537.4846058230937,358.0418302141162,0.0,537.4846058230937,168474,"{""type"":""MultiPolygon"",""coordinates"":[[[[92.8083092231143,12.983916816930028],[92.81080184397054,12.920829487533572],[92.81341935901828,12.897918622325339],[92.82656028974054,12.900750121723922],[92.84596188062494,12.89403021657163],[92.85606170208575,12.898921913857576],[92.87548108312761,12.887609180016993],[92.88572813290618,12.898449246767216],[92.87677870634221,12.907429852458348],[92.9027752520361,12.98391681401287],[92.8083092231143,12.983916816930028]]],[[[92.73287901967011,12.575632582367286],[92.82244899368335,12.57563256397521],[92.84071236367787,12.656338958201856],[92.8589757007655,12.737045322781919],[92.87723906848913,12.81775175214035],[92.89550245435304,12.898458168737816],[92.88693207104653,12.897700097640907],[92.875802116911,12.884550177759706],[92.8546303377255,12.894681306818958],[92.84655044583434,12.890899975750319],[92.82665839394969,12.898047871531734],[92.81330782524235,12.895078132462476],[92.77761944737028,12.858163485157993],[92.74193104313024,12.821248830323816],[92.73637049112327,12.8097220286157],[92.73691897932677,12.796670232123557],[92.74636785662246,12.685000965249781],[92.73287901967011,12.575632582367286]]]]}"
00000000000000001d2a,269.6133615506812,103.75193584526652,0.0,0.0,103.68472466618553,103.75193584526652,74.38935095056681,0.0,103.75193584526652,168475,"{""type"":""MultiPolygon"",""coordinates"":[[[[92.75475987227817,12.26841386704858],[92.75702063550172,12.278808065439792],[92.75526817764045,12.279797963609477],[92.75475987227817,12.26841386704858]]],[[[92.73287901967011,12.575632582367286],[92.7141597483786,12.42083041500647],[92.71387880825945,12.357497813398279],[92.71804809294652,12.341110675742888],[92.7358086503099,12.313749633873186],[92.75888008301747,12.305000797040464],[92.76296017450927,12.306075461987616],[92.79270459605283,12.440854052324541],[92.82244899368335,12.57563256397521],[92.73287901967011,12.575632582367286]]],[[[92.65090291369286,12.1675936448799],[92.73293252830742,12.167593639554662],[92.73439512132683,12.174380369658678],[92.72288171595908,12.169310428447467],[92.71705816536608,12.182799167494725],[92.72240904576772,12.19676955078904],[92.7221816285258,12.218182179392858],[92.70984781010246,12.234301776038105],[92.67408131299166,12.212840119024937],[92.65090291369286,12.1675936448799]]]]}"
00000000000000001d2b,135.84279796756434,71.41703295876833,0.0,0.0,71.41703295876833,71.41703295876833,55.60694650639591,0.0,71.41703295876833,168476,"{""type"":""Polygon"",""coordinates"":[[[92.65090291369286,12.1675936448799],[92.64331799043305,12.152780470451416],[92.64028135150551,12.141668392051747],[92.64247970774537,12.129998948367895],[92.6469298383972,12.117219202181568],[92.64082091296449,12.04610992281949],[92.62468789774542,11.943332067959252],[92.59998892781645,11.89333215328512],[92.56845863451323,11.9298611102138],[92.55130002628482,11.919368839076824],[92.52533018787345,11.855412006200392],[92.56065521452969,11.759799963481242],[92.64659543697158,11.759799883623273],[92.6681796941342,11.861748366715831],[92.68976398836942,11.96369681679044],[92.71134829871217,12.065645193821958],[92.73293252830742,12.167593639554662],[92.65090291369286,12.1675936448799]]]}"
00000000000000001d2c,276.7822202624225,203.81748625242534,0.0,0.0,203.81748625242534,203.81748625242534,152.63007333708873,0.0,203.81748625242534,168477,"{""type"":""Polygon"",""coordinates"":[[[92.56065521452969,11.759799963481242],[92.58827486411796,11.685459985787455],[92.61589451309217,11.611120128785371],[92.64659543697158,11.759799883623273],[92.56065521452969,11.759799963481242]]]}"
00000000000000001d2d,630.2853177367404,322.5449002681095,0.0,0.0,322.5449002681095,316.8972617718423,203.87056220231173,0.0,322.5449002681095,168479,"{""type"":""Polygon"",""coordinates"":[[[92.34664951176937,10.69415949461821],[92.35929999184658,10.542639238062483],[92.36738433168023,10.537756488757232],[92.40642376129306,10.537756487167833],[92.42304623107822,10.625944148287564],[92.43966861613544,10.714131774578684],[92.45629105746912,10.802319451467602],[92.47291346987798,10.890507098761416],[92.46692931359388,10.888050108045077],[92.43580924986189,10.86360983892245],[92.39637518513945,10.826735275259377],[92.35694117458945,10.78986076251832],[92.35275852810518,10.77693820747162],[92.34693937009042,10.714720379478248],[92.34664951176937,10.69415949461821]]]}"
00000000000000001d2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168480,"{""type"":""Polygon"",""coordinates"":[[[92.36738433168023,10.537756488757232],[92.36803984273678,10.537359697217072],[92.40472043337854,10.528548466435183],[92.40642376129306,10.537756487167833],[92.36738433168023,10.537756488757232]]]}"
00000000000000001d74,21.415229767356433,8.034695903790713,0.0,0.0,0.5143876752870924,8.034695903790713,6.515462354369753,0.0,8.034695903790713,168782,"{""type"":""Polygon"",""coordinates"":[[[93.01113140599158,13.392459630372334],[93.08063099157768,13.392459657629251],[93.08137115994835,13.399438103980362],[93.05887056248721,13.546111374338643],[93.05124102004041,13.559314765311957],[93.03118619150509,13.47588721808712],[93.01113140599158,13.392459630372334]]]}"
00000000000000001d75,597.9906011374967,125.26855709253122,0.0,0.0,109.97772335808966,121.29070225090689,79.2183233247073,0.0,125.26855709253122,168783,"{""type"":""Polygon"",""coordinates"":[[[93.01113140599158,13.392459630372334],[92.9919059794514,13.310882653362334],[92.97268055862497,13.229305578816442],[92.95345515796868,13.14772857930796],[92.93422971572213,13.06615156667228],[92.96053843683228,13.079720604656547],[92.96596075031887,13.063681191704585],[92.9599899475777,13.037501850454364],[92.98150959804565,13.024579347651398],[93.0244284720909,13.035829698522532],[93.03526854810019,13.047780065266588],[93.04524798080176,13.065549578732814],[93.0474820176532,13.077219017928366],[93.06443102317131,13.237501388867624],[93.08063099157768,13.392459657629251],[93.01113140599158,13.392459630372334]]]}"
00000000000000001d76,1598.1237861984591,545.9817963003078,0.0,0.0,545.9817963003078,545.9817963003078,306.7885896295871,0.0,544.7004455691566,168784,"{""type"":""Polygon"",""coordinates"":[[[92.82244899368335,12.57563256397521],[92.90713400980009,12.575632591317675],[92.99181905761387,12.575632575977624],[92.99247895017108,12.708750157045285],[92.97595354225226,12.785625028762816],[92.95942811868304,12.862499935775105],[92.92858007711544,12.909159953311685],[92.91826169690763,12.913257903569251],[92.90237839790271,12.89906904603189],[92.89550245435304,12.898458168737816],[92.87723906848913,12.81775175214035],[92.8589757007655,12.737045322781919],[92.84071236367787,12.656338958201856],[92.82244899368335,12.57563256397521]]]}"
00000000000000001d77,1895.0473382595467,431.50136318892004,0.0,0.0,431.50136318892004,431.50136318892004,275.4585508552054,0.0,431.50136318892004,168785,"{""type"":""MultiPolygon"",""coordinates"":[[[[92.73293252830742,12.167593639554662],[92.76691089054071,12.167593665951076],[92.76609044620753,12.179169435242182],[92.74824958430187,12.18048044021765],[92.73439512132683,12.174380369658678],[92.73293252830742,12.167593639554662]]],[[[92.75475987227817,12.26841386704858],[92.75456813916,12.264200038407521],[92.76482851496895,12.253248466874092],[92.79037912334641,12.202000099267465],[92.78549198417407,12.186879250419967],[92.76802119428795,12.177100467660845],[92.76922966106939,12.167593665733495],[92.86320075364317,12.167593664334467],[92.90166048880475,12.265832081385941],[92.89935959648002,12.288190023547596],[92.87636844193459,12.30194192423],[92.85291800787569,12.30298085759412],[92.82883886953353,12.31736148103334],[92.81118979785353,12.311970418031734],[92.79522170115571,12.317080512681464],[92.78440839432568,12.312237933734389],[92.7939107317457,12.291601237321956],[92.78898789176559,12.275298778517499],[92.76692873965514,12.27318964857559],[92.75702063550172,12.278808065439792],[92.75475987227817,12.26841386704858]]],[[[92.82244899368335,12.57563256397521],[92.79270459605283,12.440854052324541],[92.76296017450927,12.306075461987616],[92.77612785778075,12.309540238919576],[92.79123973475251,12.31919860134422],[92.81048079420407,12.31464139811822],[92.82951225075395,12.31864123659902],[92.85248101336678,12.305549339380619],[92.87441979148856,12.306668531496127],[92.89415131377186,12.321660033421962],[92.88694098019583,12.364721595376185],[92.8760786172753,12.37138795544182],[92.86554175747791,12.381661664701028],[92.85887988875947,12.392359107557981],[92.84873092452348,12.428049699511073],[92.90062153927249,12.448258347460087],[92.91720935574287,12.435830823713903],[92.93401126329589,12.415831780095917],[92.96019067317097,12.460971244144373],[92.98637000662724,12.506110791442067],[92.9916495642999,12.524999525163615],[92.99181905761387,12.575632575977624],[92.90713400980009,12.575632591317675],[92.82244899368335,12.57563256397521]]]]}"
